run,execution_time,hiddensize,batchsize,learningrate,history,activation,nlayers,rmse_train,rmse_val,mae_train,mae_val
43,4291.47579407692,"[128, 16]",128,0.0001,0,<class 'torch.nn.modules.activation.ReLU'>,2,0.5221762657165527,0.5370439887046814,0.371775358915329,0.39592495560646057
39,4479.703202486038,"[16, 16]",256,0.01,1,<class 'torch.nn.modules.activation.Sigmoid'>,2,0.4930700361728668,0.5664315223693848,0.3519230782985687,0.41572439670562744
31,4606.29815864563,[256],128,0.001,1,<class 'torch.nn.modules.activation.Sigmoid'>,1,0.5465869903564453,0.5432522296905518,0.39389196038246155,0.40144526958465576
4,4665.843458175659,[256],128,0.001,2,<class 'torch.nn.modules.activation.Sigmoid'>,1,0.5452190041542053,0.5452497601509094,0.39262235164642334,0.40655317902565
28,4686.1625237464905,"[128, 64, 16]",16,0.05,1,<class 'torch.nn.modules.activation.ReLU'>,3,0.5383630394935608,0.5587701797485352,0.3889245092868805,0.4117070436477661
38,4709.68837761879,[128],512,0.001,0,<class 'torch.nn.modules.activation.Sigmoid'>,1,0.5360481142997742,0.5470936894416809,0.38589274883270264,0.40450242161750793
3,4775.0445148944855,[256],256,0.05,2,<class 'torch.nn.modules.activation.ReLU'>,1,0.4093509018421173,0.6801643967628479,0.2966762185096741,0.4955514371395111
23,4815.200424194336,[512],128,0.01,0,<class 'torch.nn.modules.activation.ReLU'>,1,0.4144662320613861,0.6296301484107971,0.2980341613292694,0.460184246301651
35,4813.270198106766,"[64, 128, 16]",16,0.0001,0,<class 'torch.nn.modules.activation.Sigmoid'>,3,0.6750238537788391,0.6219959259033203,0.49043262004852295,0.4746551215648651
45,4827.758538484573,"[256, 64]",16,0.01,0,<class 'torch.nn.modules.activation.Sigmoid'>,2,0.5285736918449402,0.5654649138450623,0.3797083795070648,0.42174801230430603
1,4983.232539176941,[512],64,0.05,2,<class 'torch.nn.modules.activation.Sigmoid'>,1,0.45326101779937744,0.6405456066131592,0.33395901322364807,0.48524558544158936
14,5015.00014424324,"[16, 128]",256,0.05,2,<class 'torch.nn.modules.activation.Sigmoid'>,2,0.4170142710208893,0.6424207091331482,0.29582133889198303,0.47501257061958313
36,5065.97758769989,"[16, 128, 64]",128,0.005,0,<class 'torch.nn.modules.activation.ReLU'>,3,0.2075415700674057,0.7241878509521484,0.14755164086818695,0.5192975997924805
2,5078.189038276672,[512],256,0.0001,1,<class 'torch.nn.modules.activation.ReLU'>,1,0.5106455683708191,0.5469009876251221,0.36347970366477966,0.4007173776626587
6,5102.950476408005,"[64, 128, 64]",64,0.05,0,<class 'torch.nn.modules.activation.Sigmoid'>,3,0.41411149501800537,0.6411876678466797,0.28877416253089905,0.4667891561985016
46,5309.033674955368,"[128, 64]",512,0.05,0,<class 'torch.nn.modules.activation.ReLU'>,2,0.2358553409576416,0.7237308621406555,0.1732669472694397,0.5117499232292175
12,5445.425836801529,"[64, 256]",256,0.005,1,<class 'torch.nn.modules.activation.ReLU'>,2,0.10678941756486893,0.7949549555778503,0.07728924602270126,0.5591657757759094
20,5512.522250890732,"[256, 256]",64,0.0001,0,<class 'torch.nn.modules.activation.Sigmoid'>,2,0.568135678768158,0.5401216149330139,0.41218867897987366,0.4087451994419098
0,5580.985821962357,[512],512,0.005,2,<class 'torch.nn.modules.activation.Sigmoid'>,1,0.46568140387535095,0.5857113003730774,0.3323197662830353,0.43519315123558044
41,5593.834453821182,"[128, 256, 64]",16,0.01,0,<class 'torch.nn.modules.activation.Sigmoid'>,3,0.5369452238082886,0.5479028820991516,0.38787636160850525,0.4141887426376343
5,5605.8617289066315,"[256, 16, 64]",128,0.005,2,<class 'torch.nn.modules.activation.ReLU'>,3,0.17678417265415192,0.7237732410430908,0.13107433915138245,0.5155661702156067
19,5710.847892284393,"[16, 256, 128]",64,0.005,1,<class 'torch.nn.modules.activation.ReLU'>,3,0.17674672603607178,0.7035781741142273,0.12659354507923126,0.5135954022407532
40,5713.494395017624,"[256, 16, 128]",128,0.05,2,<class 'torch.nn.modules.activation.ReLU'>,3,0.7082754969596863,0.8486149311065674,0.5582288503646851,0.6719986796379089
29,5901.703946828842,"[256, 128, 256]",16,0.01,2,<class 'torch.nn.modules.activation.ReLU'>,3,0.45702826976776123,0.6122586131095886,0.32412755489349365,0.4431191384792328
26,6005.816011428833,"[512, 128]",128,0.0001,1,<class 'torch.nn.modules.activation.ReLU'>,2,0.44844961166381836,0.5666975378990173,0.31476494669914246,0.4201081693172455
49,6068.622106075287,"[256, 16, 512]",256,0.005,2,<class 'torch.nn.modules.activation.ReLU'>,3,0.09575701504945755,0.7486723065376282,0.06769171357154846,0.5316867232322693
16,6101.13902926445,"[512, 128]",128,0.05,1,<class 'torch.nn.modules.activation.ReLU'>,2,0.33559927344322205,0.6693546772003174,0.2393568754196167,0.49501994252204895
17,6103.923105716705,"[64, 512, 64]",128,0.001,0,<class 'torch.nn.modules.activation.ReLU'>,3,0.16973888874053955,0.6797206401824951,0.12088840454816818,0.4896274507045746
30,6195.3577272892,"[128, 512]",128,0.005,2,<class 'torch.nn.modules.activation.Sigmoid'>,2,0.47799304127693176,0.5688469409942627,0.3412424623966217,0.4201771020889282
33,6254.244760513306,"[128, 512]",256,0.05,1,<class 'torch.nn.modules.activation.Sigmoid'>,2,0.4641692638397217,0.7361041903495789,0.33620452880859375,0.5519986748695374
34,6273.448280572891,"[256, 512]",256,0.01,0,<class 'torch.nn.modules.activation.ReLU'>,2,0.1227569654583931,0.7131462693214417,0.09005475044250488,0.5186325907707214
37,6545.772210359573,"[128, 512, 256]",64,0.005,0,<class 'torch.nn.modules.activation.ReLU'>,3,0.2199431210756302,0.6719102263450623,0.15233157575130463,0.48023560643196106
25,6707.693412780762,"[256, 512]",512,0.001,1,<class 'torch.nn.modules.activation.Sigmoid'>,2,0.5176097750663757,0.5522721409797668,0.37112197279930115,0.4102886915206909
44,6721.47278380394,"[256, 256, 512]",256,0.001,0,<class 'torch.nn.modules.activation.ReLU'>,3,0.06137849763035774,0.6886438727378845,0.044993724673986435,0.501427173614502
13,6750.040556669235,"[512, 512, 256]",16,0.005,1,<class 'torch.nn.modules.activation.ReLU'>,3,0.4415843188762665,0.5957387089729309,0.31271323561668396,0.4342895448207855
32,6830.055066347122,"[64, 512, 256]",512,0.05,0,<class 'torch.nn.modules.activation.ReLU'>,3,0.36570894718170166,0.6793608665466309,0.2574978768825531,0.48777177929878235
15,7044.13040804863,"[16, 256, 512]",512,0.005,2,<class 'torch.nn.modules.activation.Sigmoid'>,3,0.4993206560611725,0.5691291689872742,0.3574434518814087,0.42040154337882996
47,7417.872176408768,"[512, 16, 128]",512,0.05,2,<class 'torch.nn.modules.activation.Sigmoid'>,3,1.000209927558899,1.000209927558899,0.8195502161979675,0.8273007869720459
7,7555.184046983719,"[256, 512, 128]",512,0.05,0,<class 'torch.nn.modules.activation.Sigmoid'>,3,1.0103214979171753,1.0103216171264648,0.8255217671394348,0.8272356390953064
