run,execution_time,hiddensize,batchsize,learningrate,history,activation,nlayers,rmse_train,rmse_val,mae_train,mae_val
50,15190.417217731476,"[256, 64, 256]",512,0.01,0,<class 'torch.nn.modules.activation.ReLU'>,3,0.6842693090438843,2.740072250366211,0.474932998418808,1.8983834981918335
50,15203.38777756691,"[128, 64, 512]",16,0.001,1,<class 'torch.nn.modules.activation.ReLU'>,3,1.5531997680664062,2.5014452934265137,1.0575679540634155,1.7831833362579346
50,15287.677112817764,[128],512,0.05,2,<class 'torch.nn.modules.activation.ReLU'>,1,1.5023425817489624,2.3836874961853027,1.0682010650634766,1.7726705074310303
50,15333.87263250351,"[512, 128]",64,0.05,0,<class 'torch.nn.modules.activation.ReLU'>,2,2.830960750579834,2.715475559234619,2.2758278846740723,2.1155953407287598
50,15800.002978801727,"[512, 256]",64,0.001,2,<class 'torch.nn.modules.activation.ReLU'>,2,1.386435866355896,2.448789119720459,0.9462622404098511,1.7149622440338135
50,15998.930910348892,"[256, 256, 128]",128,0.01,1,<class 'torch.nn.modules.activation.ReLU'>,3,0.9551752209663391,2.5647952556610107,0.6335079669952393,1.7891862392425537
50,16257.419624567032,"[64, 512, 128]",128,0.005,2,<class 'torch.nn.modules.activation.ReLU'>,3,0.7581452131271362,2.6827499866485596,0.4884253442287445,1.8722312450408936
50,16259.387352705002,"[128, 512, 128]",64,0.01,2,<class 'torch.nn.modules.activation.ReLU'>,3,1.1377252340316772,2.614426851272583,0.7536214590072632,1.8347362279891968
50,16300.954558134079,"[512, 512]",256,0.05,0,<class 'torch.nn.modules.activation.ReLU'>,2,2.15912127494812,2.7112491130828857,1.6471145153045654,2.0190322399139404
50,16409.082013130188,"[128, 16, 256]",512,0.01,2,<class 'torch.nn.modules.activation.ReLU'>,3,1.066851258277893,2.6573922634124756,0.7385014891624451,1.8803447484970093
50,16544.964779615402,"[256, 512, 256]",256,0.01,2,<class 'torch.nn.modules.activation.ReLU'>,3,0.4336583614349365,2.7345051765441895,0.3065466284751892,1.885485053062439
